Year,Publisher,Games,Sales,Json
1996,Gaga,1,0.02,"{'Publisher':'Gaga','Games':1,'Sales':0.02},"
1996,Gremlin Interactive Ltd,3,0.39,"{'Publisher':'Gremlin Interactive Ltd','Games':3,'Sales':0.39},"
1996,GT Interactive,7,5.71,"{'Publisher':'GT Interactive','Games':7,'Sales':5.71},"
1996,Gust,1,0.01,"{'Publisher':'Gust','Games':1,'Sales':0.01},"
1996,Hearty Robin,1,0.09,"{'Publisher':'Hearty Robin','Games':1,'Sales':0.09},"
1996,Hudson Soft,5,1.1,"{'Publisher':'Hudson Soft','Games':5,'Sales':1.1},"
1996,Human Entertainment,1,0.12,"{'Publisher':'Human Entertainment','Games':1,'Sales':0.12},"
1996,Imagineer,4,0.45,"{'Publisher':'Imagineer','Games':4,'Sales':0.45},"
1996,Infogrames,1,0.31,"{'Publisher':'Infogrames','Games':1,'Sales':0.31},"
1996,Interplay,2,1.02,"{'Publisher':'Interplay','Games':2,'Sales':1.02},"
1996,Jaleco,1,0.33,"{'Publisher':'Jaleco','Games':1,'Sales':0.33},"
1996,JVC,3,2.49,"{'Publisher':'JVC','Games':3,'Sales':2.49},"
1996,Kadokawa Shoten,1,0.23,"{'Publisher':'Kadokawa Shoten','Games':1,'Sales':0.23},"
1996,Konami Digital Entertainment,16,3.88,"{'Publisher':'Konami Digital Entertainment','Games':16,'Sales':3.88},"
1996,KSS,1,0.03,"{'Publisher':'KSS','Games':1,'Sales':0.03},"
1996,LucasArts,1,0.55,"{'Publisher':'LucasArts','Games':1,'Sales':0.55},"
1996,Maxis,1,1.22,"{'Publisher':'Maxis','Games':1,'Sales':1.22},"
1996,Media Works,1,0.04,"{'Publisher':'Media Works','Games':1,'Sales':0.04},"
1996,Micro Cabin,1,0.1,"{'Publisher':'Micro Cabin','Games':1,'Sales':0.1},"
1996,Microprose,2,0.82,"{'Publisher':'Microprose','Games':2,'Sales':0.82},"
1996,Microsoft Game Studios,1,5.12,"{'Publisher':'Microsoft Game Studios','Games':1,'Sales':5.12},"
1996,Midway Games,2,0.13,"{'Publisher':'Midway Games','Games':2,'Sales':0.13},"
1996,Mindscape,2,0.25,"{'Publisher':'Mindscape','Games':2,'Sales':0.25},"
1996,Namco Bandai Games,8,3.49,"{'Publisher':'Namco Bandai Games','Games':8,'Sales':3.49},"
1996,Natsume,1,1.25,"{'Publisher':'Natsume','Games':1,'Sales':1.25},"
1996,NCS,1,0.2,"{'Publisher':'NCS','Games':1,'Sales':0.2},"
1996,NEC,2,0.29,"{'Publisher':'NEC','Games':2,'Sales':0.29},"
1996,NEC Interchannel,1,0.06,"{'Publisher':'NEC Interchannel','Games':1,'Sales':0.06},"
1996,Nintendo,17,73.7,"{'Publisher':'Nintendo','Games':17,'Sales':73.7},"
1996,Nippon Telenet,2,0.26,"{'Publisher':'Nippon Telenet','Games':2,'Sales':0.26},"
1996,Ocean,2,0.13,"{'Publisher':'Ocean','Games':2,'Sales':0.13},"
1996,Pioneer LDC,2,0.62,"{'Publisher':'Pioneer LDC','Games':2,'Sales':0.62},"
1996,Psygnosis,7,2.32,"{'Publisher':'Psygnosis','Games':7,'Sales':2.32},"
1996,Sega,15,4.29,"{'Publisher':'Sega','Games':15,'Sales':4.29},"
1996,Seta Corporation,2,0.3,"{'Publisher':'Seta Corporation','Games':2,'Sales':0.3},"
1996,SNK,5,0.46,"{'Publisher':'SNK','Games':5,'Sales':0.46},"
1996,Societa,1,0.04,"{'Publisher':'Societa','Games':1,'Sales':0.04},"
1996,Sonnet,1,0.02,"{'Publisher':'Sonnet','Games':1,'Sales':0.02},"
1996,Sony Computer Entertainment,28,35.07,"{'Publisher':'Sony Computer Entertainment','Games':28,'Sales':35.07},"
1996,SPS,1,0.12,"{'Publisher':'SPS','Games':1,'Sales':0.12},"
1996,SquareSoft,4,1.21,"{'Publisher':'SquareSoft','Games':4,'Sales':1.21},"
1996,SSI,1,0.19,"{'Publisher':'SSI','Games':1,'Sales':0.19},"
1996,Sunsoft,1,0.07,"{'Publisher':'Sunsoft','Games':1,'Sales':0.07},"
1996,Takara,1,0.29,"{'Publisher':'Takara','Games':1,'Sales':0.29},"
1996,Tecmo Koei,4,0.65,"{'Publisher':'Tecmo Koei','Games':4,'Sales':0.65},"
1996,Time Warner Interactive,3,0.16,"{'Publisher':'Time Warner Interactive','Games':3,'Sales':0.16},"
1996,Tomy Corporation,2,0.34,"{'Publisher':'Tomy Corporation','Games':2,'Sales':0.34},"
1996,U.S. Gold,2,0.15,"{'Publisher':'U.S. Gold','Games':2,'Sales':0.15},"
1996,Ubisoft,1,0.16,"{'Publisher':'Ubisoft','Games':1,'Sales':0.16},"
1996,Vic Tokai,1,0.12,"{'Publisher':'Vic Tokai','Games':1,'Sales':0.12},"
1996,Virgin Interactive,13,14.83,"{'Publisher':'Virgin Interactive','Games':13,'Sales':14.83},"
1997,989 Studios,2,0.52,"{'Publisher':'989 Studios','Games':2,'Sales':0.52},"
1997,Acclaim Entertainment,10,4.49,"{'Publisher':'Acclaim Entertainment','Games':10,'Sales':4.49},"
1997,Accolade,1,1.3,"{'Publisher':'Accolade','Games':1,'Sales':1.3},"
1997,Activision,3,2.55,"{'Publisher':'Activision','Games':3,'Sales':2.55},"
1997,Agetec,1,0.03,"{'Publisher':'Agetec','Games':1,'Sales':0.03},"
1997,Aques,1,0.16,"{'Publisher':'Aques','Games':1,'Sales':0.16},"
1997,ASCII Entertainment,6,3.32,"{'Publisher':'ASCII Entertainment','Games':6,'Sales':3.32},"
1997,Atlus,2,0.39,"{'Publisher':'Atlus','Games':2,'Sales':0.39},"
1997,Banpresto,2,0.87,"{'Publisher':'Banpresto','Games':2,'Sales':0.87},"
1997,BMG Interactive Entertainment,3,0.33,"{'Publisher':'BMG Interactive Entertainment','Games':3,'Sales':0.33},"
1997,Capcom,12,3.28,"{'Publisher':'Capcom','Games':12,'Sales':3.28},"
1997,Codemasters,2,2.38,"{'Publisher':'Codemasters','Games':2,'Sales':2.38},"
1997,Compile,3,1.94,"{'Publisher':'Compile','Games':3,'Sales':1.94},"
1997,CTO SpA,1,0.02,"{'Publisher':'CTO SpA','Games':1,'Sales':0.02},"
1997,Eidos Interactive,5,13.55,"{'Publisher':'Eidos Interactive','Games':5,'Sales':13.55},"
1997,Electronic Arts,25,22.94,"{'Publisher':'Electronic Arts','Games':25,'Sales':22.94},"
1997,Elf,1,0.28,"{'Publisher':'Elf','Games':1,'Sales':0.28},"
1997,ESP,1,0.42,"{'Publisher':'ESP','Games':1,'Sales':0.42},"
1997,Fox Interactive,2,4,"{'Publisher':'Fox Interactive','Games':2,'Sales':4},"
1997,From Software,1,0.28,"{'Publisher':'From Software','Games':1,'Sales':0.28},"
1997,Gremlin Interactive Ltd,3,0.32,"{'Publisher':'Gremlin Interactive Ltd','Games':3,'Sales':0.32},"
1997,GT Interactive,16,6.41,"{'Publisher':'GT Interactive','Games':16,'Sales':6.41},"
1997,Gust,1,0.25,"{'Publisher':'Gust','Games':1,'Sales':0.25},"
1997,Hasbro Interactive,3,6.38,"{'Publisher':'Hasbro Interactive','Games':3,'Sales':6.38},"
1997,Hudson Entertainment,1,0.79,"{'Publisher':'Hudson Entertainment','Games':1,'Sales':0.79},"
1997,Hudson Soft,6,1.86,"{'Publisher':'Hudson Soft','Games':6,'Sales':1.86},"
1997,Human Entertainment,2,0.44,"{'Publisher':'Human Entertainment','Games':2,'Sales':0.44},"
1997,Imadio,1,0.14,"{'Publisher':'Imadio','Games':1,'Sales':0.14},"
1997,Imagineer,2,0.61,"{'Publisher':'Imagineer','Games':2,'Sales':0.61},"
1997,Infogrames,1,0.87,"{'Publisher':'Infogrames','Games':1,'Sales':0.87},"
1997,Interplay,4,0.99,"{'Publisher':'Interplay','Games':4,'Sales':0.99},"
1997,Interplay Productions,1,0.1,"{'Publisher':'Interplay Productions','Games':1,'Sales':0.1},"
1997,JVC,1,0.03,"{'Publisher':'JVC','Games':1,'Sales':0.03},"
1997,Kadokawa Shoten,1,0.21,"{'Publisher':'Kadokawa Shoten','Games':1,'Sales':0.21},"
1997,Kemco,2,0.54,"{'Publisher':'Kemco','Games':2,'Sales':0.54},"
1997,Konami Digital Entertainment,17,4.6,"{'Publisher':'Konami Digital Entertainment','Games':17,'Sales':4.6},"
1997,LucasArts,1,0.68,"{'Publisher':'LucasArts','Games':1,'Sales':0.68},"
1997,Microprose,1,0.01,"{'Publisher':'Microprose','Games':1,'Sales':0.01},"
1997,Midas Interactive Entertainment,1,0.02,"{'Publisher':'Midas Interactive Entertainment','Games':1,'Sales':0.02},"
1997,Midway Games,4,1.41,"{'Publisher':'Midway Games','Games':4,'Sales':1.41},"
1997,Mindscape,1,0.14,"{'Publisher':'Mindscape','Games':1,'Sales':0.14},"
1997,Namco Bandai Games,13,6.34,"{'Publisher':'Namco Bandai Games','Games':13,'Sales':6.34},"
1997,Natsume,1,0.1,"{'Publisher':'Natsume','Games':1,'Sales':0.1},"
1997,NCS,1,0.11,"{'Publisher':'NCS','Games':1,'Sales':0.11},"
1997,NEC Interchannel,2,0.21,"{'Publisher':'NEC Interchannel','Games':2,'Sales':0.21},"
1997,Nintendo,13,25.8,"{'Publisher':'Nintendo','Games':13,'Sales':25.8},"
1997,Ocean,3,1.65,"{'Publisher':'Ocean','Games':3,'Sales':1.65},"
1997,On Demand,1,0.21,"{'Publisher':'On Demand','Games':1,'Sales':0.21},"
1997,Origin Systems,1,0.09,"{'Publisher':'Origin Systems','Games':1,'Sales':0.09},"
1997,Playmates,1,0.28,"{'Publisher':'Playmates','Games':1,'Sales':0.28},"
1997,Psygnosis,9,1.73,"{'Publisher':'Psygnosis','Games':9,'Sales':1.73},"
1997,Red Orb,1,2.43,"{'Publisher':'Red Orb','Games':1,'Sales':2.43},"
1997,Sega,11,2.14,"{'Publisher':'Sega','Games':11,'Sales':2.14},"
1997,SNK,1,0.08,"{'Publisher':'SNK','Games':1,'Sales':0.08},"
1997,Sony Computer Entertainment,34,43.9,"{'Publisher':'Sony Computer Entertainment','Games':34,'Sales':43.9},"
1997,Square,1,0.63,"{'Publisher':'Square','Games':1,'Sales':0.63},"
1997,SquareSoft,8,6.68,"{'Publisher':'SquareSoft','Games':8,'Sales':6.68},"
1997,Starfish,1,0.36,"{'Publisher':'Starfish','Games':1,'Sales':0.36},"
1997,Sunsoft,1,0.11,"{'Publisher':'Sunsoft','Games':1,'Sales':0.11},"
1997,Taito,1,1.09,"{'Publisher':'Taito','Games':1,'Sales':1.09},"
1997,Takara,2,0.58,"{'Publisher':'Takara','Games':2,'Sales':0.58},"
1997,Take-Two Interactive,3,2.72,"{'Publisher':'Take-Two Interactive','Games':3,'Sales':2.72},"
1997,Tecmo Koei,4,1.73,"{'Publisher':'Tecmo Koei','Games':4,'Sales':1.73},"
1997,THQ,3,1.9,"{'Publisher':'THQ','Games':3,'Sales':1.9},"
1997,Titus,1,0.47,"{'Publisher':'Titus','Games':1,'Sales':0.47},"
1997,Ubisoft,1,0.25,"{'Publisher':'Ubisoft','Games':1,'Sales':0.25},"
1997,UEP Systems,1,2.25,"{'Publisher':'UEP Systems','Games':1,'Sales':2.25},"
1997,Vic Tokai,1,0.15,"{'Publisher':'Vic Tokai','Games':1,'Sales':0.15},"
1997,Victor Interactive,1,0.23,"{'Publisher':'Victor Interactive','Games':1,'Sales':0.23},"
1997,Video System,1,0.19,"{'Publisher':'Video System','Games':1,'Sales':0.19},"
1997,Virgin Interactive,9,2.28,"{'Publisher':'Virgin Interactive','Games':9,'Sales':2.28},"
1997,Vivendi Games,2,4.13,"{'Publisher':'Vivendi Games','Games':2,'Sales':4.13},"
1997,Warp,1,0.07,"{'Publisher':'Warp','Games':1,'Sales':0.07},"
1997,Xing Entertainment,1,0.24,"{'Publisher':'Xing Entertainment','Games':1,'Sales':0.24},"
1998,3DO,2,0.4,"{'Publisher':'3DO','Games':2,'Sales':0.4},"
1998,989 Studios,6,7.54,"{'Publisher':'989 Studios','Games':6,'Sales':7.54},"
1998,Acclaim Entertainment,23,13.71,"{'Publisher':'Acclaim Entertainment','Games':23,'Sales':13.71},"
1998,Activision,14,7.54,"{'Publisher':'Activision','Games':14,'Sales':7.54},"
1998,Agetec,2,0.19,"{'Publisher':'Agetec','Games':2,'Sales':0.19},"
1998,ArtDink,1,0.09,"{'Publisher':'ArtDink','Games':1,'Sales':0.09},"
1998,ASC Games,1,0.66,"{'Publisher':'ASC Games','Games':1,'Sales':0.66},"
1998,ASCII Entertainment,2,0.42,"{'Publisher':'ASCII Entertainment','Games':2,'Sales':0.42},"
1998,Atari,2,1.46,"{'Publisher':'Atari','Games':2,'Sales':1.46},"
1998,Atlus,2,0.21,"{'Publisher':'Atlus','Games':2,'Sales':0.21},"
1998,Axela,1,0.25,"{'Publisher':'Axela','Games':1,'Sales':0.25},"
1998,Banpresto,3,0.7,"{'Publisher':'Banpresto','Games':3,'Sales':0.7},"
1998,BMG Interactive Entertainment,1,0.58,"{'Publisher':'BMG Interactive Entertainment','Games':1,'Sales':0.58},"
1998,Capcom,7,3.74,"{'Publisher':'Capcom','Games':7,'Sales':3.74},"
1998,ChunSoft,1,0.09,"{'Publisher':'ChunSoft','Games':1,'Sales':0.09},"
1998,Codemasters,4,5.58,"{'Publisher':'Codemasters','Games':4,'Sales':5.58},"
1998,Compile,1,0.03,"{'Publisher':'Compile','Games':1,'Sales':0.03},"
1998,Crave Entertainment,2,0.37,"{'Publisher':'Crave Entertainment','Games':2,'Sales':0.37},"
1998,Culture Publishers,1,0.09,"{'Publisher':'Culture Publishers','Games':1,'Sales':0.09},"
1998,D3Publisher,1,1.06,"{'Publisher':'D3Publisher','Games':1,'Sales':1.06},"
1998,Data East,1,0.11,"{'Publisher':'Data East','Games':1,'Sales':0.11},"
1998,DreamWorks Interactive,1,0.13,"{'Publisher':'DreamWorks Interactive','Games':1,'Sales':0.13},"
1998,Eidos Interactive,10,7.68,"{'Publisher':'Eidos Interactive','Games':10,'Sales':7.68},"
1998,Electronic Arts,30,29.95,"{'Publisher':'Electronic Arts','Games':30,'Sales':29.95},"
1998,Empire Interactive,1,0.03,"{'Publisher':'Empire Interactive','Games':1,'Sales':0.03},"
1998,ESP,3,0.14,"{'Publisher':'ESP','Games':3,'Sales':0.14},"
1998,Evolution Games,1,0.07,"{'Publisher':'Evolution Games','Games':1,'Sales':0.07},"
1998,Fortyfive,1,0.06,"{'Publisher':'Fortyfive','Games':1,'Sales':0.06},"
1998,Fox Interactive,2,0.47,"{'Publisher':'Fox Interactive','Games':2,'Sales':0.47},"
1998,From Software,2,0.22,"{'Publisher':'From Software','Games':2,'Sales':0.22},"
1998,Gainax Network Systems,2,0.16,"{'Publisher':'Gainax Network Systems','Games':2,'Sales':0.16},"
1998,GameTek,1,0.1,"{'Publisher':'GameTek','Games':1,'Sales':0.1},"
1998,General Entertainment,1,0.14,"{'Publisher':'General Entertainment','Games':1,'Sales':0.14},"
1998,Gremlin Interactive Ltd,3,0.39,"{'Publisher':'Gremlin Interactive Ltd','Games':3,'Sales':0.39},"
1998,GT Interactive,17,5.78,"{'Publisher':'GT Interactive','Games':17,'Sales':5.78},"
1998,Hasbro Interactive,3,3.18,"{'Publisher':'Hasbro Interactive','Games':3,'Sales':3.18},"
1998,Hudson Entertainment,1,0.06,"{'Publisher':'Hudson Entertainment','Games':1,'Sales':0.06},"
1998,Hudson Soft,1,0.03,"{'Publisher':'Hudson Soft','Games':1,'Sales':0.03},"
1998,Human Entertainment,3,0.62,"{'Publisher':'Human Entertainment','Games':3,'Sales':0.62},"
1998,Imagineer,2,0.19,"{'Publisher':'Imagineer','Games':2,'Sales':0.19},"
1998,Infogrames,7,0.68,"{'Publisher':'Infogrames','Games':7,'Sales':0.68},"
1998,Interplay,6,0.83,"{'Publisher':'Interplay','Games':6,'Sales':0.83},"
1998,Irem Software Engineering,1,0.03,"{'Publisher':'Irem Software Engineering','Games':1,'Sales':0.03},"
1998,Jaleco,2,0.15,"{'Publisher':'Jaleco','Games':2,'Sales':0.15},"
1998,JVC,1,0.08,"{'Publisher':'JVC','Games':1,'Sales':0.08},"
1998,Kadokawa Shoten,4,0.83,"{'Publisher':'Kadokawa Shoten','Games':4,'Sales':0.83},"
1998,Kemco,2,0.49,"{'Publisher':'Kemco','Games':2,'Sales':0.49},"
1998,KID,1,0.03,"{'Publisher':'KID','Games':1,'Sales':0.03},"
1998,Konami Digital Entertainment,24,15.39,"{'Publisher':'Konami Digital Entertainment','Games':24,'Sales':15.39},"
1998,Locus,1,0.07,"{'Publisher':'Locus','Games':1,'Sales':0.07},"
1998,Magical Company,1,0.41,"{'Publisher':'Magical Company','Games':1,'Sales':0.41},"
1998,Media Works,2,0.09,"{'Publisher':'Media Works','Games':2,'Sales':0.09},"
1998,Midas Interactive Entertainment,1,0.12,"{'Publisher':'Midas Interactive Entertainment','Games':1,'Sales':0.12},"
1998,Midway Games,6,5.58,"{'Publisher':'Midway Games','Games':6,'Sales':5.58},"
1998,Mindscape,2,0.22,"{'Publisher':'Mindscape','Games':2,'Sales':0.22},"
1998,Mitsui,1,0.08,"{'Publisher':'Mitsui','Games':1,'Sales':0.08},"
1998,MTO,1,0.1,"{'Publisher':'MTO','Games':1,'Sales':0.1},"
1998,Namco Bandai Games,9,5.86,"{'Publisher':'Namco Bandai Games','Games':9,'Sales':5.86},"
1998,NCS,1,0.09,"{'Publisher':'NCS','Games':1,'Sales':0.09},"
1998,NEC Interchannel,2,0.33,"{'Publisher':'NEC Interchannel','Games':2,'Sales':0.33},"
1998,NewKidCo,2,0.55,"{'Publisher':'NewKidCo','Games':2,'Sales':0.55},"
1998,Nintendo,17,48.41,"{'Publisher':'Nintendo','Games':17,'Sales':48.41},"
1998,Nippon Ichi Software,1,0.04,"{'Publisher':'Nippon Ichi Software','Games':1,'Sales':0.04},"
1998,Ocean,5,0.9,"{'Publisher':'Ocean','Games':5,'Sales':0.9},"
1998,Pioneer LDC,1,0.07,"{'Publisher':'Pioneer LDC','Games':1,'Sales':0.07},"
1998,Psygnosis,4,0.74,"{'Publisher':'Psygnosis','Games':4,'Sales':0.74},"
1998,Quintet,1,0.02,"{'Publisher':'Quintet','Games':1,'Sales':0.02},"
1998,Saurus,1,0.02,"{'Publisher':'Saurus','Games':1,'Sales':0.02},"
1998,Sega,14,4.59,"{'Publisher':'Sega','Games':14,'Sales':4.59},"
1998,SNK,3,0.4,"{'Publisher':'SNK','Games':3,'Sales':0.4},"
1998,SNK Playmore,1,0.04,"{'Publisher':'SNK Playmore','Games':1,'Sales':0.04},"
1998,Sony Computer Entertainment,30,34.64,"{'Publisher':'Sony Computer Entertainment','Games':30,'Sales':34.64},"
1998,SquareSoft,8,6.69,"{'Publisher':'SquareSoft','Games':8,'Sales':6.69},"
1998,Success,1,1.15,"{'Publisher':'Success','Games':1,'Sales':1.15},"
1998,Sunsoft,1,0.14,"{'Publisher':'Sunsoft','Games':1,'Sales':0.14},"
1998,Swing! Entertainment,1,0.05,"{'Publisher':'Swing! Entertainment','Games':1,'Sales':0.05},"
1998,Syscom,1,0.16,"{'Publisher':'Syscom','Games':1,'Sales':0.16},"
1998,Takara,2,0.32,"{'Publisher':'Takara','Games':2,'Sales':0.32},"
1998,Take-Two Interactive,6,5.45,"{'Publisher':'Take-Two Interactive','Games':6,'Sales':5.45},"
1998,TechnoSoft,1,0.05,"{'Publisher':'TechnoSoft','Games':1,'Sales':0.05},"
1998,Tecmo Koei,4,0.38,"{'Publisher':'Tecmo Koei','Games':4,'Sales':0.38},"
1998,Telstar,2,0.21,"{'Publisher':'Telstar','Games':2,'Sales':0.21},"
1998,THQ,11,13.17,"{'Publisher':'THQ','Games':11,'Sales':13.17},"
1998,Titus,2,0.31,"{'Publisher':'Titus','Games':2,'Sales':0.31},"
1998,Tomy Corporation,1,0.23,"{'Publisher':'Tomy Corporation','Games':1,'Sales':0.23},"
1998,TYO,1,0.42,"{'Publisher':'TYO','Games':1,'Sales':0.42},"
1998,Ubisoft,3,0.3,"{'Publisher':'Ubisoft','Games':3,'Sales':0.3},"
1998,Unknown,1,0.83,"{'Publisher':'Unknown','Games':1,'Sales':0.83},"
1998,Victor Interactive,1,0.16,"{'Publisher':'Victor Interactive','Games':1,'Sales':0.16},"
1998,Video System,1,1.6,"{'Publisher':'Video System','Games':1,'Sales':1.6},"
1998,Virgin Interactive,10,8.67,"{'Publisher':'Virgin Interactive','Games':10,'Sales':8.67},"
1998,Vivendi Games,3,0.08,"{'Publisher':'Vivendi Games','Games':3,'Sales':0.08},"
1999,3DO,6,4.14,"{'Publisher':'3DO','Games':6,'Sales':4.14},"
1999,989 Sports,1,0.38,"{'Publisher':'989 Sports','Games':1,'Sales':0.38},"
1999,989 Studios,6,5.26,"{'Publisher':'989 Studios','Games':6,'Sales':5.26},"
1999,Acclaim Entertainment,12,3.83,"{'Publisher':'Acclaim Entertainment','Games':12,'Sales':3.83},"
1999,Accolade,1,0.19,"{'Publisher':'Accolade','Games':1,'Sales':0.19},"
1999,Activision,8,7.57,"{'Publisher':'Activision','Games':8,'Sales':7.57},"
1999,Aqua Plus,1,0.14,"{'Publisher':'Aqua Plus','Games':1,'Sales':0.14},"
1999,Aruze Corp,1,0.54,"{'Publisher':'Aruze Corp','Games':1,'Sales':0.54},"
1999,ASC Games,1,0.05,"{'Publisher':'ASC Games','Games':1,'Sales':0.05},"
1999,ASCII Entertainment,3,1.84,"{'Publisher':'ASCII Entertainment','Games':3,'Sales':1.84},"
1999,Atari,6,2.3,"{'Publisher':'Atari','Games':6,'Sales':2.3},"
1999,Athena,1,0.02,"{'Publisher':'Athena','Games':1,'Sales':0.02},"
1999,Atlus,2,0.26,"{'Publisher':'Atlus','Games':2,'Sales':0.26},"
1999,Avalon Interactive,1,0.1,"{'Publisher':'Avalon Interactive','Games':1,'Sales':0.1},"
1999,Banpresto,3,0.74,"{'Publisher':'Banpresto','Games':3,'Sales':0.74},"
1999,Capcom,2,0.88,"{'Publisher':'Capcom','Games':2,'Sales':0.88},"
1999,ChunSoft,1,0.17,"{'Publisher':'ChunSoft','Games':1,'Sales':0.17},"
1999,Codemasters,2,0.61,"{'Publisher':'Codemasters','Games':2,'Sales':0.61},"
1999,Crave Entertainment,6,0.87,"{'Publisher':'Crave Entertainment','Games':6,'Sales':0.87},"
1999,Disney Interactive Studios,1,1.94,"{'Publisher':'Disney Interactive Studios','Games':1,'Sales':1.94},"
1999,Eidos Interactive,8,11.64,"{'Publisher':'Eidos Interactive','Games':8,'Sales':11.64},"
1999,Electronic Arts,26,20.15,"{'Publisher':'Electronic Arts','Games':26,'Sales':20.15},"
1999,Empire Interactive,1,0.02,"{'Publisher':'Empire Interactive','Games':1,'Sales':0.02},"
1999,Enix Corporation,4,2.49,"{'Publisher':'Enix Corporation','Games':4,'Sales':2.49},"
1999,EON Digital Entertainment,1,0.01,"{'Publisher':'EON Digital Entertainment','Games':1,'Sales':0.01},"
1999,Fox Interactive,2,1.22,"{'Publisher':'Fox Interactive','Games':2,'Sales':1.22},"
1999,From Software,1,0.26,"{'Publisher':'From Software','Games':1,'Sales':0.26},"
1999,Genki,1,0.17,"{'Publisher':'Genki','Games':1,'Sales':0.17},"
1999,GT Interactive,4,7.06,"{'Publisher':'GT Interactive','Games':4,'Sales':7.06},"
1999,Hasbro Interactive,3,1.75,"{'Publisher':'Hasbro Interactive','Games':3,'Sales':1.75},"
1999,Hudson Entertainment,1,0.47,"{'Publisher':'Hudson Entertainment','Games':1,'Sales':0.47},"
1999,Hudson Soft,1,0.17,"{'Publisher':'Hudson Soft','Games':1,'Sales':0.17},"
1999,Human Entertainment,2,0.31,"{'Publisher':'Human Entertainment','Games':2,'Sales':0.31},"
1999,Imagineer,3,0.63,"{'Publisher':'Imagineer','Games':3,'Sales':0.63},"
1999,Infogrames,6,1.16,"{'Publisher':'Infogrames','Games':6,'Sales':1.16},"
1999,Interplay,3,0.21,"{'Publisher':'Interplay','Games':3,'Sales':0.21},"
1999,Jaleco,2,0.02,"{'Publisher':'Jaleco','Games':2,'Sales':0.02},"
1999,Jorudan,1,0.3,"{'Publisher':'Jorudan','Games':1,'Sales':0.3},"
1999,JVC,1,0.02,"{'Publisher':'JVC','Games':1,'Sales':0.02},"
1999,Kadokawa Shoten,1,0.35,"{'Publisher':'Kadokawa Shoten','Games':1,'Sales':0.35},"
1999,Kemco,4,0.27,"{'Publisher':'Kemco','Games':4,'Sales':0.27},"
1999,Konami Digital Entertainment,32,15.26,"{'Publisher':'Konami Digital Entertainment','Games':32,'Sales':15.26},"
1999,LEGO Media,4,1.18,"{'Publisher':'LEGO Media','Games':4,'Sales':1.18},"
1999,LucasArts,2,2.95,"{'Publisher':'LucasArts','Games':2,'Sales':2.95},"
1999,Mattel Interactive,2,0.36,"{'Publisher':'Mattel Interactive','Games':2,'Sales':0.36},"
1999,Microprose,1,1.06,"{'Publisher':'Microprose','Games':1,'Sales':1.06},"
1999,Microsoft Game Studios,1,0.1,"{'Publisher':'Microsoft Game Studios','Games':1,'Sales':0.1},"
1999,Midas Interactive Entertainment,1,0.04,"{'Publisher':'Midas Interactive Entertainment','Games':1,'Sales':0.04},"
1999,Midway Games,10,3.65,"{'Publisher':'Midway Games','Games':10,'Sales':3.65},"
1999,Mindscape,1,0.04,"{'Publisher':'Mindscape','Games':1,'Sales':0.04},"
1999,Namco Bandai Games,14,4.94,"{'Publisher':'Namco Bandai Games','Games':14,'Sales':4.94},"
1999,NewKidCo,2,0.37,"{'Publisher':'NewKidCo','Games':2,'Sales':0.37},"
1999,Nintendo,20,65.33,"{'Publisher':'Nintendo','Games':20,'Sales':65.33},"
1999,Pack In Soft,1,0.48,"{'Publisher':'Pack In Soft','Games':1,'Sales':0.48},"
1999,PopTop Software,1,0.11,"{'Publisher':'PopTop Software','Games':1,'Sales':0.11},"
1999,Psygnosis,3,0.61,"{'Publisher':'Psygnosis','Games':3,'Sales':0.61},"
1999,Red Storm Entertainment,2,2.28,"{'Publisher':'Red Storm Entertainment','Games':2,'Sales':2.28},"
1999,Sega,9,4.36,"{'Publisher':'Sega','Games':9,'Sales':4.36},"
1999,SNK,2,0.11,"{'Publisher':'SNK','Games':2,'Sales':0.11},"
1999,SNK Playmore,2,0.13,"{'Publisher':'SNK Playmore','Games':2,'Sales':0.13},"
1999,Sony Computer Entertainment,25,36.24,"{'Publisher':'Sony Computer Entertainment','Games':25,'Sales':36.24},"
1999,SouthPeak Games,1,0.11,"{'Publisher':'SouthPeak Games','Games':1,'Sales':0.11},"
